word,8,9,10,11,12,13,14,15,16,17,18
scared,0.04,0.03,0.04,0.06,0.05,0.06,0.07,0.14,0.11,0.14,0.17
school,0.06,0.08,0.07,0.08,0.1,0.13,0.14,0.22,0.19,0.24,0.28
scissors,0.04,0.04,0.04,0.04,0.06,0.06,0.08,0.14,0.15,0.16,0.21
see,0.05,0.13,0.17,0.16,0.16,0.28,0.3,0.47,0.58,0.5,0.58
sheep,0.05,0.06,0.07,0.12,0.14,0.13,0.2,0.32,0.41,0.48,0.54
shh/shush/hush,0.29,0.3,0.31,0.36,0.41,0.45,0.47,0.57,0.71,0.68,0.74
shirt,0.06,0.1,0.15,0.19,0.24,0.32,0.4,0.47,0.62,0.7,0.73
shoe,0.1,0.13,0.25,0.39,0.46,0.6,0.69,0.82,0.96,0.88,0.91
shorts,0.05,0.05,0.07,0.07,0.1,0.11,0.19,0.25,0.29,0.25,0.27
shovel,0.03,0.04,0.03,0.04,0.07,0.05,0.07,0.16,0.22,0.21,0.26
show,0.04,0.05,0.06,0.1,0.14,0.18,0.23,0.33,0.54,0.45,0.52
sick,0.04,0.05,0.04,0.07,0.06,0.07,0.07,0.13,0.13,0.13,0.15
sing,0.04,0.12,0.12,0.16,0.16,0.21,0.28,0.38,0.49,0.42,0.54
sink,0.04,0.05,0.06,0.06,0.07,0.09,0.16,0.23,0.3,0.34,0.43
sister,0.18,0.26,0.25,0.2,0.23,0.27,0.25,0.31,0.21,0.25,0.26
sky,0.06,0.05,0.07,0.07,0.1,0.13,0.13,0.22,0.33,0.32,0.36
sleep,0.12,0.18,0.18,0.24,0.25,0.3,0.39,0.55,0.67,0.63,0.74
sleepy,0.12,0.2,0.25,0.21,0.22,0.31,0.35,0.44,0.57,0.51,0.57
slide (object),0.03,0.05,0.06,0.09,0.14,0.14,0.24,0.37,0.59,0.52,0.62
smile,0.15,0.21,0.2,0.22,0.21,0.25,0.29,0.38,0.42,0.43,0.5
snow,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.13,0.15,0.17,0.21
soap,0.05,0.07,0.08,0.09,0.11,0.15,0.2,0.33,0.44,0.45,0.52
sock,0.12,0.17,0.24,0.36,0.39,0.44,0.58,0.64,0.85,0.79,0.86
soft,0.04,0.09,0.07,0.12,0.09,0.13,0.15,0.26,0.37,0.35,0.43
some,0.04,0.06,0.06,0.07,0.1,0.11,0.15,0.21,0.28,0.21,0.24
spaghetti,0.06,0.05,0.07,0.08,0.11,0.15,0.21,0.27,0.35,0.31,0.38
splash,0.07,0.17,0.14,0.23,0.21,0.27,0.36,0.39,0.62,0.56,0.57
spoon,0.08,0.2,0.19,0.28,0.3,0.37,0.44,0.56,0.76,0.66,0.74
squirrel,0.07,0.05,0.06,0.07,0.09,0.12,0.15,0.26,0.25,0.3,0.41
stairs,0.04,0.06,0.1,0.17,0.21,0.29,0.36,0.47,0.64,0.57,0.63
star,0.04,0.04,0.05,0.07,0.08,0.09,0.11,0.17,0.29,0.34,0.39
stop,0.08,0.15,0.22,0.26,0.33,0.4,0.43,0.59,0.73,0.64,0.78
store,0.05,0.07,0.07,0.09,0.1,0.15,0.14,0.29,0.41,0.31,0.37
stove,0.05,0.04,0.06,0.07,0.08,0.1,0.14,0.22,0.25,0.24,0.32
stroller,0.16,0.2,0.26,0.34,0.4,0.43,0.54,0.63,0.75,0.73,0.8
sun,0.05,0.08,0.06,0.09,0.11,0.11,0.15,0.2,0.34,0.35,0.42
sweater,0.05,0.05,0.07,0.06,0.09,0.09,0.15,0.19,0.21,0.31,0.39
swim,0.04,0.06,0.04,0.12,0.13,0.12,0.14,0.2,0.27,0.33,0.37
swing (action),0.05,0.06,0.08,0.12,0.13,0.18,0.23,0.29,0.58,0.41,0.48
swing (object),0.1,0.12,0.13,0.2,0.23,0.28,0.28,0.4,0.62,0.54,0.65
table,0.05,0.07,0.09,0.11,0.15,0.22,0.31,0.43,0.59,0.53,0.63
take,0.04,0.05,0.04,0.08,0.09,0.15,0.15,0.32,0.37,0.34,0.42
teacher,0.04,0.05,0.04,0.05,0.07,0.08,0.08,0.16,0.08,0.16,0.19
teddybear,0.11,0.13,0.23,0.24,0.23,0.35,0.38,0.53,0.67,0.58,0.62
telephone,0.09,0.17,0.28,0.34,0.4,0.52,0.57,0.64,0.86,0.74,0.81
thank you,0.07,0.16,0.19,0.31,0.34,0.45,0.51,0.64,0.76,0.7,0.8
that,0.05,0.05,0.08,0.13,0.12,0.2,0.23,0.36,0.4,0.34,0.42
there,0.08,0.07,0.08,0.13,0.13,0.17,0.2,0.33,0.42,0.38,0.43
thirsty,0.09,0.12,0.14,0.18,0.17,0.24,0.29,0.37,0.53,0.47,0.54
this,0.05,0.04,0.06,0.12,0.11,0.16,0.23,0.32,0.35,0.3,0.42
throw,0.05,0.08,0.09,0.2,0.25,0.34,0.41,0.53,0.76,0.71,0.75
tickle,0.12,0.13,0.2,0.28,0.26,0.31,0.35,0.47,0.64,0.61,0.7
tiger,0.05,0.05,0.08,0.08,0.11,0.14,0.2,0.25,0.34,0.35,0.49
tired,0.1,0.16,0.13,0.18,0.17,0.25,0.27,0.4,0.54,0.46,0.5
toast,0.05,0.08,0.08,0.13,0.16,0.17,0.25,0.28,0.38,0.4,0.53
today,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.1,0.06,0.09,0.1
toe,0.11,0.14,0.16,0.23,0.24,0.31,0.38,0.45,0.67,0.67,0.71
tomorrow,0.04,0.04,0.04,0.05,0.06,0.04,0.04,0.1,0.05,0.08,0.08
tongue,0.1,0.09,0.13,0.18,0.18,0.22,0.29,0.38,0.54,0.54,0.61
tonight,0.05,0.03,0.05,0.04,0.05,0.05,0.05,0.11,0.05,0.08,0.1
tooth,0.06,0.15,0.14,0.2,0.21,0.28,0.34,0.41,0.68,0.62,0.71
toothbrush,0.05,0.1,0.13,0.24,0.33,0.38,0.46,0.57,0.79,0.76,0.81
touch,0.07,0.08,0.1,0.18,0.15,0.21,0.26,0.39,0.51,0.51,0.55
towel,0.05,0.06,0.09,0.13,0.15,0.16,0.2,0.34,0.5,0.5,0.56
toy (object),0.26,0.24,0.31,0.4,0.41,0.51,0.54,0.66,0.73,0.74,0.73
train,0.05,0.1,0.09,0.16,0.19,0.23,0.26,0.37,0.53,0.59,0.68
trash,0.04,0.07,0.09,0.09,0.11,0.21,0.29,0.41,0.55,0.48,0.51
tree,0.05,0.1,0.08,0.16,0.21,0.24,0.31,0.42,0.59,0.57,0.68
truck,0.11,0.11,0.11,0.21,0.26,0.33,0.37,0.46,0.65,0.64,0.74
tummy,0.16,0.18,0.21,0.29,0.32,0.43,0.48,0.58,0.77,0.76,0.81
turkey,0.05,0.05,0.05,0.05,0.07,0.07,0.09,0.14,0.16,0.21,0.22
turtle,0.06,0.07,0.07,0.1,0.13,0.12,0.17,0.27,0.32,0.38,0.47
uh oh,0.35,0.35,0.48,0.54,0.59,0.73,0.69,0.78,0.91,0.85,0.91
uncle,0.11,0.11,0.11,0.12,0.15,0.14,0.17,0.21,0.23,0.27,0.3
under,0.05,0.05,0.08,0.14,0.17,0.17,0.22,0.32,0.39,0.42,0.52
up,0.13,0.18,0.23,0.37,0.4,0.42,0.46,0.56,0.72,0.72,0.77
vacuum,0.06,0.1,0.11,0.18,0.2,0.24,0.3,0.4,0.54,0.5,0.54
vroom,0.14,0.13,0.19,0.25,0.31,0.38,0.42,0.54,0.68,0.7,0.75
wait,0.05,0.11,0.14,0.18,0.18,0.22,0.3,0.37,0.54,0.57,0.62
walk,0.08,0.12,0.15,0.27,0.34,0.41,0.47,0.58,0.67,0.66,0.75
wanna/want to,0.05,0.11,0.12,0.18,0.18,0.25,0.27,0.43,0.54,0.49,0.54
wash,0.06,0.1,0.11,0.15,0.18,0.23,0.3,0.44,0.61,0.59,0.66
watch (action),0.04,0.09,0.08,0.15,0.12,0.15,0.21,0.35,0.39,0.38,0.47
watch (object),0.06,0.06,0.07,0.11,0.11,0.13,0.17,0.27,0.39,0.29,0.33
water (beverage),0.21,0.24,0.36,0.55,0.59,0.61,0.64,0.69,0.79,0.83,0.87
water (not beverage),0.08,0.14,0.17,0.21,0.22,0.32,0.38,0.52,0.71,0.57,0.6
wet,0.08,0.12,0.12,0.11,0.12,0.2,0.24,0.33,0.49,0.41,0.51
what,0.04,0.07,0.12,0.14,0.15,0.17,0.21,0.36,0.45,0.39,0.43
when,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.08,0.05,0.09,0.08
where,0.07,0.13,0.12,0.25,0.27,0.3,0.3,0.43,0.58,0.54,0.55
who,0.05,0.1,0.09,0.12,0.13,0.14,0.18,0.26,0.36,0.36,0.41
why,0.05,0.04,0.04,0.04,0.05,0.05,0.06,0.13,0.07,0.11,0.13
window,0.08,0.1,0.1,0.16,0.19,0.28,0.35,0.45,0.55,0.52,0.59
wipe,0.07,0.06,0.11,0.13,0.15,0.18,0.29,0.35,0.51,0.5,0.57
woof woof,0.25,0.22,0.32,0.42,0.47,0.54,0.6,0.69,0.85,0.83,0.87
work (place),0.04,0.07,0.07,0.06,0.07,0.08,0.1,0.2,0.27,0.25,0.3
write,0.04,0.03,0.03,0.04,0.05,0.05,0.08,0.19,0.2,0.17,0.23
yes,0.17,0.26,0.29,0.43,0.49,0.57,0.65,0.72,0.86,0.84,0.9
you,0.12,0.13,0.13,0.2,0.2,0.25,0.33,0.39,0.43,0.47,0.49
your,0.06,0.07,0.09,0.12,0.12,0.13,0.15,0.24,0.3,0.31,0.33
yucky,0.1,0.12,0.2,0.23,0.22,0.36,0.41,0.49,0.61,0.54,0.6
yum yum,0.32,0.39,0.41,0.51,0.52,0.58,0.59,0.61,0.8,0.76,0.83
zipper,0.08,0.06,0.07,0.12,0.09,0.11,0.14,0.2,0.31,0.39,0.46
zoo,0.06,0.04,0.04,0.04,0.06,0.06,0.09,0.15,0.14,0.15,0.15
